;ASS_ASSIGNMENT;DATE;WEEK_END;DAY_WE_DS;DAY_OFF;CSPL_RECEIVED_CALLS;YEAR;MONTH;DAY;HOUR
996635;Téléphonie;26/10/2011;0;Mercredi;0;8;2011;10;26;06:3
996636;Téléphonie;26/10/2011;0;Mercredi;0;4;2011;10;26;07:0
996637;Téléphonie;26/10/2011;0;Mercredi;0;17;2011;10;26;07:3
996638;Téléphonie;26/10/2011;0;Mercredi;0;36;2011;10;26;08:0
996639;Téléphonie;26/10/2011;0;Mercredi;0;43;2011;10;26;08:3
996640;Téléphonie;26/10/2011;0;Mercredi;0;72;2011;10;26;09:0
996641;Téléphonie;26/10/2011;0;Mercredi;0;97;2011;10;26;09:3
996642;Téléphonie;26/10/2011;0;Mercredi;0;115;2011;10;26;10:0
996643;Téléphonie;26/10/2011;0;Mercredi;0;116;2011;10;26;10:3
996644;Téléphonie;26/10/2011;0;Mercredi;0;103;2011;10;26;11:0
996645;Téléphonie;26/10/2011;0;Mercredi;0;103;2011;10;26;11:3
996646;Téléphonie;26/10/2011;0;Mercredi;0;73;2011;10;26;12:0
996647;Téléphonie;26/10/2011;0;Mercredi;0;65;2011;10;26;12:3
996648;Téléphonie;26/10/2011;0;Mercredi;0;74;2011;10;26;13:0
996649;Téléphonie;26/10/2011;0;Mercredi;0;72;2011;10;26;13:3
996650;Téléphonie;26/10/2011;0;Mercredi;0;92;2011;10;26;14:0
996651;Téléphonie;26/10/2011;0;Mercredi;0;97;2011;10;26;14:3
996652;Téléphonie;26/10/2011;0;Mercredi;0;99;2011;10;26;15:0
996653;Téléphonie;26/10/2011;0;Mercredi;0;80;2011;10;26;15:3
996654;Téléphonie;26/10/2011;0;Mercredi;0;78;2011;10;26;16:0
996655;Téléphonie;26/10/2011;0;Mercredi;0;100;2011;10;26;16:3
996656;Téléphonie;26/10/2011;0;Mercredi;0;71;2011;10;26;17:0
996657;Téléphonie;26/10/2011;0;Mercredi;0;41;2011;10;26;17:3
996658;Téléphonie;26/10/2011;0;Mercredi;0;37;2011;10;26;18:0
996659;Téléphonie;26/10/2011;0;Mercredi;0;31;2011;10;26;18:3
996660;Téléphonie;26/10/2011;0;Mercredi;0;27;2011;10;26;19:0
996661;Téléphonie;26/10/2011;0;Mercredi;0;18;2011;10;26;19:3
996662;Téléphonie;26/10/2011;0;Mercredi;0;15;2011;10;26;20:0
996663;Téléphonie;26/10/2011;0;Mercredi;0;22;2011;10;26;20:3
996664;Téléphonie;26/10/2011;0;Mercredi;0;9;2011;10;26;21:0
996665;Téléphonie;26/10/2011;0;Mercredi;0;6;2011;10;26;21:3
996666;Téléphonie;26/10/2011;0;Mercredi;0;4;2011;10;26;22:0
996667;Téléphonie;26/10/2011;0;Mercredi;0;3;2011;10;26;22:3
996668;Téléphonie;26/10/2011;0;Mercredi;0;5;2011;10;26;23:0
996669;Téléphonie;26/10/2011;0;Mercredi;0;4;2011;10;26;23:3
996670;Téléphonie;27/10/2011;0;Jeudi;0;1;2011;10;27;00:0
996671;Téléphonie;27/10/2011;0;Jeudi;0;2;2011;10;27;00:3
996672;Téléphonie;27/10/2011;0;Jeudi;0;1;2011;10;27;01:0
996673;Téléphonie;27/10/2011;0;Jeudi;0;3;2011;10;27;01:3
996674;Téléphonie;27/10/2011;0;Jeudi;0;1;2011;10;27;02:0
996675;Téléphonie;27/10/2011;0;Jeudi;0;0;2011;10;27;02:3
996676;Téléphonie;27/10/2011;0;Jeudi;0;0;2011;10;27;03:0
996677;Téléphonie;27/10/2011;0;Jeudi;0;1;2011;10;27;03:3
996678;Téléphonie;27/10/2011;0;Jeudi;0;2;2011;10;27;04:0
996679;Téléphonie;27/10/2011;0;Jeudi;0;2;2011;10;27;04:3
996680;Téléphonie;27/10/2011;0;Jeudi;0;3;2011;10;27;05:0
996681;Téléphonie;27/10/2011;0;Jeudi;0;1;2011;10;27;05:3
996682;Téléphonie;27/10/2011;0;Jeudi;0;3;2011;10;27;06:0
996683;Téléphonie;27/10/2011;0;Jeudi;0;0;2011;10;27;06:3
996684;Téléphonie;27/10/2011;0;Jeudi;0;11;2011;10;27;07:0
996685;Téléphonie;27/10/2011;0;Jeudi;0;12;2011;10;27;07:3
996686;Téléphonie;27/10/2011;0;Jeudi;0;21;2011;10;27;08:0
996687;Téléphonie;27/10/2011;0;Jeudi;0;49;2011;10;27;08:3
996688;Téléphonie;27/10/2011;0;Jeudi;0;70;2011;10;27;09:0
996689;Téléphonie;27/10/2011;0;Jeudi;0;93;2011;10;27;09:3
996690;Téléphonie;27/10/2011;0;Jeudi;0;93;2011;10;27;10:0
996691;Téléphonie;27/10/2011;0;Jeudi;0;94;2011;10;27;10:3
996692;Téléphonie;27/10/2011;0;Jeudi;0;100;2011;10;27;11:0
996693;Téléphonie;27/10/2011;0;Jeudi;0;86;2011;10;27;11:3
996694;Téléphonie;27/10/2011;0;Jeudi;0;44;2011;10;27;12:0
996695;Téléphonie;27/10/2011;0;Jeudi;0;55;2011;10;27;12:3
996696;Téléphonie;27/10/2011;0;Jeudi;0;59;2011;10;27;13:0
996697;Téléphonie;27/10/2011;0;Jeudi;0;66;2011;10;27;13:3
996698;Téléphonie;27/10/2011;0;Jeudi;0;82;2011;10;27;14:0
996699;Téléphonie;27/10/2011;0;Jeudi;0;86;2011;10;27;14:3
996700;Téléphonie;27/10/2011;0;Jeudi;0;75;2011;10;27;15:0
996701;Téléphonie;27/10/2011;0;Jeudi;0;69;2011;10;27;15:3
996702;Téléphonie;27/10/2011;0;Jeudi;0;88;2011;10;27;16:0
996703;Téléphonie;27/10/2011;0;Jeudi;0;74;2011;10;27;16:3
996704;Téléphonie;27/10/2011;0;Jeudi;0;57;2011;10;27;17:0
996705;Téléphonie;27/10/2011;0;Jeudi;0;62;2011;10;27;17:3
996706;Téléphonie;27/10/2011;0;Jeudi;0;37;2011;10;27;18:0
996707;Téléphonie;27/10/2011;0;Jeudi;0;30;2011;10;27;18:3
996708;Téléphonie;27/10/2011;0;Jeudi;0;32;2011;10;27;19:0
996709;Téléphonie;27/10/2011;0;Jeudi;0;37;2011;10;27;19:3
996710;Téléphonie;27/10/2011;0;Jeudi;0;21;2011;10;27;20:0
996711;Téléphonie;27/10/2011;0;Jeudi;0;13;2011;10;27;20:3
996712;Téléphonie;27/10/2011;0;Jeudi;0;15;2011;10;27;21:0
996713;Téléphonie;27/10/2011;0;Jeudi;0;14;2011;10;27;21:3
996714;Téléphonie;27/10/2011;0;Jeudi;0;5;2011;10;27;22:0
996715;Téléphonie;27/10/2011;0;Jeudi;0;9;2011;10;27;22:3
996716;Téléphonie;27/10/2011;0;Jeudi;0;7;2011;10;27;23:0
996717;Téléphonie;27/10/2011;0;Jeudi;0;5;2011;10;27;23:3
996718;Téléphonie;28/10/2011;0;Vendredi;0;8;2011;10;28;00:0
996719;Téléphonie;28/10/2011;0;Vendredi;0;2;2011;10;28;00:3
996720;Téléphonie;28/10/2011;0;Vendredi;0;4;2011;10;28;01:0
996721;Téléphonie;28/10/2011;0;Vendredi;0;1;2011;10;28;01:3
996722;Téléphonie;28/10/2011;0;Vendredi;0;2;2011;10;28;02:0
996723;Téléphonie;28/10/2011;0;Vendredi;0;1;2011;10;28;02:3
996724;Téléphonie;28/10/2011;0;Vendredi;0;1;2011;10;28;03:0
996725;Téléphonie;28/10/2011;0;Vendredi;0;0;2011;10;28;03:3
996726;Téléphonie;28/10/2011;0;Vendredi;0;0;2011;10;28;04:0
996727;Téléphonie;28/10/2011;0;Vendredi;0;2;2011;10;28;04:3
996728;Téléphonie;28/10/2011;0;Vendredi;0;2;2011;10;28;05:0
996729;Téléphonie;28/10/2011;0;Vendredi;0;0;2011;10;28;05:3
996730;Téléphonie;28/10/2011;0;Vendredi;0;4;2011;10;28;06:0
996731;Téléphonie;28/10/2011;0;Vendredi;0;2;2011;10;28;06:3
996732;Téléphonie;28/10/2011;0;Vendredi;0;6;2011;10;28;07:0
996733;Téléphonie;28/10/2011;0;Vendredi;0;6;2011;10;28;07:3
996734;Téléphonie;28/10/2011;0;Vendredi;0;16;2011;10;28;08:0
996735;Téléphonie;28/10/2011;0;Vendredi;0;37;2011;10;28;08:3
996736;Téléphonie;28/10/2011;0;Vendredi;0;84;2011;10;28;09:0
996737;Téléphonie;28/10/2011;0;Vendredi;0;86;2011;10;28;09:3
996738;Téléphonie;28/10/2011;0;Vendredi;0;73;2011;10;28;10:0
996739;Téléphonie;28/10/2011;0;Vendredi;0;81;2011;10;28;10:3
996740;Téléphonie;28/10/2011;0;Vendredi;0;91;2011;10;28;11:0
996741;Téléphonie;28/10/2011;0;Vendredi;0;95;2011;10;28;11:3
996742;Téléphonie;28/10/2011;0;Vendredi;0;56;2011;10;28;12:0
996743;Téléphonie;28/10/2011;0;Vendredi;0;61;2011;10;28;12:3
996744;Téléphonie;28/10/2011;0;Vendredi;0;50;2011;10;28;13:0
996745;Téléphonie;28/10/2011;0;Vendredi;0;64;2011;10;28;13:3
996746;Téléphonie;28/10/2011;0;Vendredi;0;94;2011;10;28;14:0
996747;Téléphonie;28/10/2011;0;Vendredi;0;86;2011;10;28;14:3
996748;Téléphonie;28/10/2011;0;Vendredi;0;114;2011;10;28;15:0
996749;Téléphonie;28/10/2011;0;Vendredi;0;95;2011;10;28;15:3
996750;Téléphonie;28/10/2011;0;Vendredi;0;76;2011;10;28;16:0
996751;Téléphonie;28/10/2011;0;Vendredi;0;82;2011;10;28;16:3
996752;Téléphonie;28/10/2011;0;Vendredi;0;73;2011;10;28;17:0
996753;Téléphonie;28/10/2011;0;Vendredi;0;71;2011;10;28;17:3
996754;Téléphonie;28/10/2011;0;Vendredi;0;45;2011;10;28;18:0
996755;Téléphonie;28/10/2011;0;Vendredi;0;29;2011;10;28;18:3
996756;Téléphonie;28/10/2011;0;Vendredi;0;28;2011;10;28;19:0
996757;Téléphonie;28/10/2011;0;Vendredi;0;30;2011;10;28;19:3
996758;Téléphonie;28/10/2011;0;Vendredi;0;29;2011;10;28;20:0
996759;Téléphonie;28/10/2011;0;Vendredi;0;21;2011;10;28;20:3
996760;Téléphonie;28/10/2011;0;Vendredi;0;29;2011;10;28;21:0
996761;Téléphonie;28/10/2011;0;Vendredi;0;24;2011;10;28;21:3
996762;Téléphonie;28/10/2011;0;Vendredi;0;6;2011;10;28;22:0
996763;Téléphonie;28/10/2011;0;Vendredi;0;4;2011;10;28;22:3
996764;Téléphonie;28/10/2011;0;Vendredi;0;5;2011;10;28;23:0
996765;Téléphonie;28/10/2011;0;Vendredi;0;2;2011;10;28;23:3
996766;Téléphonie;29/10/2011;1;Samedi;0;3;2011;10;29;00:0
996767;Téléphonie;29/10/2011;1;Samedi;0;13;2011;10;29;00:3
996768;Téléphonie;29/10/2011;1;Samedi;0;3;2011;10;29;01:0
996769;Téléphonie;29/10/2011;1;Samedi;0;4;2011;10;29;01:3
996770;Téléphonie;29/10/2011;1;Samedi;0;2;2011;10;29;02:0
996771;Téléphonie;29/10/2011;1;Samedi;0;0;2011;10;29;02:3
996772;Téléphonie;29/10/2011;1;Samedi;0;0;2011;10;29;03:0
996773;Téléphonie;29/10/2011;1;Samedi;0;2;2011;10;29;03:3
996774;Téléphonie;29/10/2011;1;Samedi;0;1;2011;10;29;04:0
996775;Téléphonie;29/10/2011;1;Samedi;0;0;2011;10;29;04:3
996776;Téléphonie;29/10/2011;1;Samedi;0;2;2011;10;29;05:0
996777;Téléphonie;29/10/2011;1;Samedi;0;2;2011;10;29;05:3
996778;Téléphonie;29/10/2011;1;Samedi;0;2;2011;10;29;06:0
996779;Téléphonie;29/10/2011;1;Samedi;0;4;2011;10;29;06:3
996780;Téléphonie;29/10/2011;1;Samedi;0;2;2011;10;29;07:0
996781;Téléphonie;29/10/2011;1;Samedi;0;5;2011;10;29;07:3
996782;Téléphonie;29/10/2011;1;Samedi;0;10;2011;10;29;08:0
996783;Téléphonie;29/10/2011;1;Samedi;0;24;2011;10;29;08:3
996784;Téléphonie;29/10/2011;1;Samedi;0;35;2011;10;29;09:0
996785;Téléphonie;29/10/2011;1;Samedi;0;40;2011;10;29;09:3
996786;Téléphonie;29/10/2011;1;Samedi;0;38;2011;10;29;10:0
996787;Téléphonie;29/10/2011;1;Samedi;0;37;2011;10;29;10:3
996788;Téléphonie;29/10/2011;1;Samedi;0;45;2011;10;29;11:0
996789;Téléphonie;29/10/2011;1;Samedi;0;48;2011;10;29;11:3
996790;Téléphonie;29/10/2011;1;Samedi;0;43;2011;10;29;12:0
996791;Téléphonie;29/10/2011;1;Samedi;0;35;2011;10;29;12:3
996792;Téléphonie;29/10/2011;1;Samedi;0;34;2011;10;29;13:0
996793;Téléphonie;29/10/2011;1;Samedi;0;37;2011;10;29;13:3
996794;Téléphonie;29/10/2011;1;Samedi;0;34;2011;10;29;14:0
996795;Téléphonie;29/10/2011;1;Samedi;0;40;2011;10;29;14:3
996796;Téléphonie;29/10/2011;1;Samedi;0;28;2011;10;29;15:0
996797;Téléphonie;29/10/2011;1;Samedi;0;42;2011;10;29;15:3
996798;Téléphonie;29/10/2011;1;Samedi;0;41;2011;10;29;16:0
996799;Téléphonie;29/10/2011;1;Samedi;0;26;2011;10;29;16:3
996800;Téléphonie;29/10/2011;1;Samedi;0;29;2011;10;29;17:0
996801;Téléphonie;29/10/2011;1;Samedi;0;26;2011;10;29;17:3
996802;Téléphonie;29/10/2011;1;Samedi;0;25;2011;10;29;18:0
996803;Téléphonie;29/10/2011;1;Samedi;0;14;2011;10;29;18:3
996804;Téléphonie;29/10/2011;1;Samedi;0;21;2011;10;29;19:0
996805;Téléphonie;29/10/2011;1;Samedi;0;14;2011;10;29;19:3
996806;Téléphonie;29/10/2011;1;Samedi;0;16;2011;10;29;20:0
996807;Téléphonie;29/10/2011;1;Samedi;0;13;2011;10;29;20:3
996808;Téléphonie;29/10/2011;1;Samedi;0;14;2011;10;29;21:0
996809;Téléphonie;29/10/2011;1;Samedi;0;9;2011;10;29;21:3
996810;Téléphonie;29/10/2011;1;Samedi;0;2;2011;10;29;22:0
996811;Téléphonie;29/10/2011;1;Samedi;0;1;2011;10;29;22:3
996812;Téléphonie;29/10/2011;1;Samedi;0;5;2011;10;29;23:0
996813;Téléphonie;29/10/2011;1;Samedi;0;1;2011;10;29;23:3
996814;Téléphonie;30/10/2011;1;Dimanche;0;3;2011;10;30;00:0
996815;Téléphonie;30/10/2011;1;Dimanche;0;1;2011;10;30;00:3
996816;Téléphonie;30/10/2011;1;Dimanche;0;0;2011;10;30;01:0
996817;Téléphonie;30/10/2011;1;Dimanche;0;0;2011;10;30;01:3
996818;Téléphonie;30/10/2011;1;Dimanche;0;0;2011;10;30;02:0
996819;Téléphonie;30/10/2011;1;Dimanche;0;2;2011;10;30;02:3
996820;Téléphonie;30/10/2011;1;Dimanche;0;0;2011;10;30;03:0
996821;Téléphonie;30/10/2011;1;Dimanche;0;2;2011;10;30;03:3
996822;Téléphonie;30/10/2011;1;Dimanche;0;1;2011;10;30;04:0
996823;Téléphonie;30/10/2011;1;Dimanche;0;0;2011;10;30;04:3
996824;Téléphonie;30/10/2011;1;Dimanche;0;4;2011;10;30;05:0
996825;Téléphonie;30/10/2011;1;Dimanche;0;2;2011;10;30;05:3
996826;Téléphonie;30/10/2011;1;Dimanche;0;2;2011;10;30;06:0
996827;Téléphonie;30/10/2011;1;Dimanche;0;2;2011;10;30;06:3
996828;Téléphonie;30/10/2011;1;Dimanche;0;1;2011;10;30;07:0
996829;Téléphonie;30/10/2011;1;Dimanche;0;2;2011;10;30;07:3
996830;Téléphonie;30/10/2011;1;Dimanche;0;5;2011;10;30;08:0
996831;Téléphonie;30/10/2011;1;Dimanche;0;3;2011;10;30;08:3
996832;Téléphonie;30/10/2011;1;Dimanche;0;16;2011;10;30;09:0
996833;Téléphonie;30/10/2011;1;Dimanche;0;6;2011;10;30;09:3
996834;Téléphonie;30/10/2011;1;Dimanche;0;11;2011;10;30;10:0
996835;Téléphonie;30/10/2011;1;Dimanche;0;19;2011;10;30;10:3
996836;Téléphonie;30/10/2011;1;Dimanche;0;16;2011;10;30;11:0
996837;Téléphonie;30/10/2011;1;Dimanche;0;15;2011;10;30;11:3
996838;Téléphonie;30/10/2011;1;Dimanche;0;12;2011;10;30;12:0
996839;Téléphonie;30/10/2011;1;Dimanche;0;11;2011;10;30;12:3
996840;Téléphonie;30/10/2011;1;Dimanche;0;14;2011;10;30;13:0
996841;Téléphonie;30/10/2011;1;Dimanche;0;15;2011;10;30;13:3
996842;Téléphonie;30/10/2011;1;Dimanche;0;17;2011;10;30;14:0
996843;Téléphonie;30/10/2011;1;Dimanche;0;16;2011;10;30;14:3
996844;Téléphonie;30/10/2011;1;Dimanche;0;19;2011;10;30;15:0
996845;Téléphonie;30/10/2011;1;Dimanche;0;19;2011;10;30;15:3
996846;Téléphonie;30/10/2011;1;Dimanche;0;12;2011;10;30;16:0
996847;Téléphonie;30/10/2011;1;Dimanche;0;10;2011;10;30;16:3
996848;Téléphonie;30/10/2011;1;Dimanche;0;15;2011;10;30;17:0
996849;Téléphonie;30/10/2011;1;Dimanche;0;7;2011;10;30;17:3
996850;Téléphonie;30/10/2011;1;Dimanche;0;14;2011;10;30;18:0
996851;Téléphonie;30/10/2011;1;Dimanche;0;12;2011;10;30;18:3
996852;Téléphonie;30/10/2011;1;Dimanche;0;14;2011;10;30;19:0
996853;Téléphonie;30/10/2011;1;Dimanche;0;13;2011;10;30;19:3
996854;Téléphonie;30/10/2011;1;Dimanche;0;13;2011;10;30;20:0
996855;Téléphonie;30/10/2011;1;Dimanche;0;4;2011;10;30;20:3
996856;Téléphonie;30/10/2011;1;Dimanche;0;10;2011;10;30;21:0
996857;Téléphonie;30/10/2011;1;Dimanche;0;5;2011;10;30;21:3
996858;Téléphonie;30/10/2011;1;Dimanche;0;3;2011;10;30;22:0
996859;Téléphonie;30/10/2011;1;Dimanche;0;2;2011;10;30;22:3
996860;Téléphonie;30/10/2011;1;Dimanche;0;3;2011;10;30;23:0
996861;Téléphonie;30/10/2011;1;Dimanche;0;3;2011;10;30;23:3
996862;Téléphonie;31/10/2011;0;Lundi;0;2;2011;10;31;00:0
996863;Téléphonie;31/10/2011;0;Lundi;0;1;2011;10;31;00:3
996864;Téléphonie;31/10/2011;0;Lundi;0;1;2011;10;31;01:0
996865;Téléphonie;31/10/2011;0;Lundi;0;0;2011;10;31;01:3
996866;Téléphonie;31/10/2011;0;Lundi;0;2;2011;10;31;02:0
996867;Téléphonie;31/10/2011;0;Lundi;0;1;2011;10;31;02:3
996868;Téléphonie;31/10/2011;0;Lundi;0;0;2011;10;31;03:0
996869;Téléphonie;31/10/2011;0;Lundi;0;4;2011;10;31;03:3
996870;Téléphonie;31/10/2011;0;Lundi;0;1;2011;10;31;04:0
996871;Téléphonie;31/10/2011;0;Lundi;0;1;2011;10;31;04:3
996872;Téléphonie;31/10/2011;0;Lundi;0;0;2011;10;31;05:0
996873;Téléphonie;31/10/2011;0;Lundi;0;2;2011;10;31;05:3
996874;Téléphonie;31/10/2011;0;Lundi;0;5;2011;10;31;06:0
996875;Téléphonie;31/10/2011;0;Lundi;0;4;2011;10;31;06:3
996876;Téléphonie;31/10/2011;0;Lundi;0;9;2011;10;31;07:0
996877;Téléphonie;31/10/2011;0;Lundi;0;17;2011;10;31;07:3
996878;Téléphonie;31/10/2011;0;Lundi;0;35;2011;10;31;08:0
996879;Téléphonie;31/10/2011;0;Lundi;0;45;2011;10;31;08:3
996880;Téléphonie;31/10/2011;0;Lundi;0;107;2011;10;31;09:0
996881;Téléphonie;31/10/2011;0;Lundi;0;91;2011;10;31;09:3
996882;Téléphonie;31/10/2011;0;Lundi;0;101;2011;10;31;10:0
996883;Téléphonie;31/10/2011;0;Lundi;0;110;2011;10;31;10:3
996884;Téléphonie;31/10/2011;0;Lundi;0;96;2011;10;31;11:0
996885;Téléphonie;31/10/2011;0;Lundi;0;86;2011;10;31;11:3
996886;Téléphonie;31/10/2011;0;Lundi;0;63;2011;10;31;12:0
996887;Téléphonie;31/10/2011;0;Lundi;0;72;2011;10;31;12:3
996888;Téléphonie;31/10/2011;0;Lundi;0;61;2011;10;31;13:0
996889;Téléphonie;31/10/2011;0;Lundi;0;49;2011;10;31;13:3
996890;Téléphonie;31/10/2011;0;Lundi;0;82;2011;10;31;14:0
996891;Téléphonie;31/10/2011;0;Lundi;0;89;2011;10;31;14:3
996892;Téléphonie;31/10/2011;0;Lundi;0;83;2011;10;31;15:0
996893;Téléphonie;31/10/2011;0;Lundi;0;74;2011;10;31;15:3
996894;Téléphonie;31/10/2011;0;Lundi;0;78;2011;10;31;16:0
996895;Téléphonie;31/10/2011;0;Lundi;0;72;2011;10;31;16:3
996896;Téléphonie;31/10/2011;0;Lundi;0;61;2011;10;31;17:0
996897;Téléphonie;31/10/2011;0;Lundi;0;51;2011;10;31;17:3
996898;Téléphonie;31/10/2011;0;Lundi;0;44;2011;10;31;18:0
996899;Téléphonie;31/10/2011;0;Lundi;0;40;2011;10;31;18:3
996900;Téléphonie;31/10/2011;0;Lundi;0;29;2011;10;31;19:0
996901;Téléphonie;31/10/2011;0;Lundi;0;16;2011;10;31;19:3
996902;Téléphonie;31/10/2011;0;Lundi;0;21;2011;10;31;20:0
996903;Téléphonie;31/10/2011;0;Lundi;0;26;2011;10;31;20:3
996904;Téléphonie;31/10/2011;0;Lundi;0;15;2011;10;31;21:0
996905;Téléphonie;31/10/2011;0;Lundi;0;8;2011;10;31;21:3
996906;Téléphonie;31/10/2011;0;Lundi;0;11;2011;10;31;22:0
996907;Téléphonie;31/10/2011;0;Lundi;0;9;2011;10;31;22:3
996908;Téléphonie;31/10/2011;0;Lundi;0;5;2011;10;31;23:0
996909;Téléphonie;31/10/2011;0;Lundi;0;1;2011;10;31;23:3
996910;Téléphonie;01/11/2011;0;Mardi;0;2;2011;11;01;00:0
996911;Téléphonie;01/11/2011;0;Mardi;0;3;2011;11;01;00:3
996912;Téléphonie;01/11/2011;0;Mardi;0;2;2011;11;01;01:0
996913;Téléphonie;01/11/2011;0;Mardi;0;1;2011;11;01;01:3
996914;Téléphonie;01/11/2011;0;Mardi;0;1;2011;11;01;02:0
996915;Téléphonie;01/11/2011;0;Mardi;0;2;2011;11;01;02:3
996916;Téléphonie;01/11/2011;0;Mardi;0;2;2011;11;01;03:0
996917;Téléphonie;01/11/2011;0;Mardi;0;0;2011;11;01;03:3
996918;Téléphonie;01/11/2011;0;Mardi;0;3;2011;11;01;04:0
996919;Téléphonie;01/11/2011;0;Mardi;0;0;2011;11;01;04:3
996920;Téléphonie;01/11/2011;0;Mardi;0;0;2011;11;01;05:0
996921;Téléphonie;01/11/2011;0;Mardi;0;1;2011;11;01;05:3
996922;Téléphonie;01/11/2011;0;Mardi;0;2;2011;11;01;06:0
996923;Téléphonie;01/11/2011;0;Mardi;0;4;2011;11;01;06:3
996924;Téléphonie;01/11/2011;0;Mardi;0;3;2011;11;01;07:0
996925;Téléphonie;01/11/2011;0;Mardi;0;4;2011;11;01;07:3
996926;Téléphonie;01/11/2011;0;Mardi;0;6;2011;11;01;08:0
996927;Téléphonie;01/11/2011;0;Mardi;0;6;2011;11;01;08:3
996928;Téléphonie;01/11/2011;0;Mardi;0;10;2011;11;01;09:0
996929;Téléphonie;01/11/2011;0;Mardi;0;13;2011;11;01;09:3
996930;Téléphonie;01/11/2011;0;Mardi;0;17;2011;11;01;10:0
996931;Téléphonie;01/11/2011;0;Mardi;0;28;2011;11;01;10:3
996932;Téléphonie;01/11/2011;0;Mardi;0;27;2011;11;01;11:0
996933;Téléphonie;01/11/2011;0;Mardi;0;26;2011;11;01;11:3
996934;Téléphonie;01/11/2011;0;Mardi;0;22;2011;11;01;12:0
996935;Téléphonie;01/11/2011;0;Mardi;0;17;2011;11;01;12:3
996936;Téléphonie;01/11/2011;0;Mardi;0;20;2011;11;01;13:0
996937;Téléphonie;01/11/2011;0;Mardi;0;25;2011;11;01;13:3
996938;Téléphonie;01/11/2011;0;Mardi;0;20;2011;11;01;14:0
996939;Téléphonie;01/11/2011;0;Mardi;0;29;2011;11;01;14:3
996940;Téléphonie;01/11/2011;0;Mardi;0;23;2011;11;01;15:0
996941;Téléphonie;01/11/2011;0;Mardi;0;24;2011;11;01;15:3
996942;Téléphonie;01/11/2011;0;Mardi;0;22;2011;11;01;16:0
996943;Téléphonie;01/11/2011;0;Mardi;0;28;2011;11;01;16:3
996944;Téléphonie;01/11/2011;0;Mardi;0;27;2011;11;01;17:0
996945;Téléphonie;01/11/2011;0;Mardi;0;30;2011;11;01;17:3
996946;Téléphonie;01/11/2011;0;Mardi;0;40;2011;11;01;18:0
996947;Téléphonie;01/11/2011;0;Mardi;0;27;2011;11;01;18:3
996948;Téléphonie;01/11/2011;0;Mardi;0;14;2011;11;01;19:0
996949;Téléphonie;01/11/2011;0;Mardi;0;18;2011;11;01;19:3
996950;Téléphonie;01/11/2011;0;Mardi;0;15;2011;11;01;20:0
996951;Téléphonie;01/11/2011;0;Mardi;0;22;2011;11;01;20:3
996952;Téléphonie;01/11/2011;0;Mardi;0;7;2011;11;01;21:0
996953;Téléphonie;01/11/2011;0;Mardi;0;12;2011;11;01;21:3
996954;Téléphonie;01/11/2011;0;Mardi;0;8;2011;11;01;22:0
996955;Téléphonie;01/11/2011;0;Mardi;0;5;2011;11;01;22:3
996956;Téléphonie;01/11/2011;0;Mardi;0;1;2011;11;01;23:0
996957;Téléphonie;01/11/2011;0;Mardi;0;1;2011;11;01;23:3
996958;Téléphonie;02/11/2011;0;Mercredi;0;3;2011;11;02;00:0
996959;Téléphonie;02/11/2011;0;Mercredi;0;2;2011;11;02;00:3
996960;Téléphonie;02/11/2011;0;Mercredi;0;1;2011;11;02;01:0
996961;Téléphonie;02/11/2011;0;Mercredi;0;1;2011;11;02;01:3
996962;Téléphonie;02/11/2011;0;Mercredi;0;1;2011;11;02;02:0
996963;Téléphonie;02/11/2011;0;Mercredi;0;0;2011;11;02;02:3
996964;Téléphonie;02/11/2011;0;Mercredi;0;1;2011;11;02;03:0
996965;Téléphonie;02/11/2011;0;Mercredi;0;0;2011;11;02;03:3
996966;Téléphonie;02/11/2011;0;Mercredi;0;0;2011;11;02;04:0
996967;Téléphonie;02/11/2011;0;Mercredi;0;1;2011;11;02;04:3
996968;Téléphonie;02/11/2011;0;Mercredi;0;1;2011;11;02;05:0
996969;Téléphonie;02/11/2011;0;Mercredi;0;2;2011;11;02;05:3
996970;Téléphonie;02/11/2011;0;Mercredi;0;4;2011;11;02;06:0
996971;Téléphonie;02/11/2011;0;Mercredi;0;10;2011;11;02;06:3
996972;Téléphonie;02/11/2011;0;Mercredi;0;23;2011;11;02;07:0
996973;Téléphonie;02/11/2011;0;Mercredi;0;23;2011;11;02;07:3
996974;Téléphonie;02/11/2011;0;Mercredi;0;73;2011;11;02;08:0
996975;Téléphonie;02/11/2011;0;Mercredi;0;92;2011;11;02;08:3
996976;Téléphonie;02/11/2011;0;Mercredi;0;115;2011;11;02;09:0
996977;Téléphonie;02/11/2011;0;Mercredi;0;113;2011;11;02;09:3
996978;Téléphonie;02/11/2011;0;Mercredi;0;137;2011;11;02;10:0
996979;Téléphonie;02/11/2011;0;Mercredi;0;116;2011;11;02;10:3
996980;Téléphonie;02/11/2011;0;Mercredi;0;155;2011;11;02;11:0
996981;Téléphonie;02/11/2011;0;Mercredi;0;143;2011;11;02;11:3
996982;Téléphonie;02/11/2011;0;Mercredi;0;117;2011;11;02;12:0
996983;Téléphonie;02/11/2011;0;Mercredi;0;101;2011;11;02;12:3
996984;Téléphonie;02/11/2011;0;Mercredi;0;110;2011;11;02;13:0
996985;Téléphonie;02/11/2011;0;Mercredi;0;87;2011;11;02;13:3
